Achievements/AC01_DESC: 击败默哀守望者
ST09_SOCORRO/DLG_0907_0: 我爱她身上体现的仁慈…还有她，仁慈自身的女儿…
ST09_SOCORRO/DLG_0907_1: 我最爱的怎么可能不是圣洁本身呢？
ST09_SOCORRO/DLG_0907_2: 修会…我记得它。它的圣则曾经也是我的圣则…
ST09_SOCORRO/DLG_0907_3: 我的思绪很孤独，忏悔者…
ST09_SOCORRO/DLG_0907_4: 我需要…祷告
ST09_SOCORRO/DLG_0908_0: 多年以来，我一直守护在她的身旁
ST09_SOCORRO/DLG_0908_1: 我见证了她的每一次痛苦，她的哀痛，她的伤痕…在无尽的折磨中，伤口愈合后只会再次流出血来
ST09_SOCORRO/DLG_0909_0: 三个忏悔者在与奇迹交流，大声祈求着她的保护
ST09_SOCORRO/DLG_0909_1: 那些她为之受苦受难的灵魂，已前往了大梦境的另一边
ST09_SOCORRO/DLG_0910_0: 慈善的忏悔者，这是我的新家，我将从这里开始新的警戒
ST09_SOCORRO/DLG_0910_1: 请带走我抄录的这些我们受难女神的话，这样它们就可以成为你唤醒她的记忆所需的祷文了
ST09_SOCORRO/DLG_0911_0: 修会祝福你，正途上的沉默的忏悔者
ST09_SOCORRO/DLG_0912_0: 一滴眼泪从她脸上滚落下来…难道她的痛苦减轻了吗？
ST09_SOCORRO/DLG_0912_1: 我们可怜的女神啊…
ST09_SOCORRO/DLG_0913_0: 女神…
ST09_SOCORRO/DLG_0913_1: 三个忏悔者在与奇迹交流，大声祈求着她的保护
ST09_SOCORRO/DLG_0913_2: 那些她为之受苦受难的灵魂，已前往了大梦境的另一边
ST09_SOCORRO/DLG_0913_3: 女神的神圣指令已经完成了吗…？ 
ST09_SOCORRO/DLG_0913_4: 忏悔者…我如今该去庇护谁？
ST09_SOCORRO/DLG_0914_0: 现在，她将不再悲叹
ST09_SOCORRO/DLG_0915_0: 谢谢你，沉默的忏悔者。女神不在时，我会负责照看其他人。修会在等着我 
ST09_SOCORRO/DLG_0916_0: 我需要祈祷
ST09_SOCORRO/DLG_0917_0: 现在，她将无法保护其他的人不受流血的痛苦
ST09_SOCORRO/DLG_0917_1: 那在过去给予她如此悲伤和神奇的恩惠的苦难，已经产生了新的，可怕的爆发
ST09_SOCORRO/DLG_0917_2: 这是对多年以来的圣洁的惩罚吗？
ST09_SOCORRO/DLG_QT_0904_ANSWER_0: 献上贡品
ST09_SOCORRO/DLG_QT_0904_ANSWER_1: 终结她的苦难
ST101_NACIMIENTO/DLG_10101_0: 双面人向你问好，忏悔者。我的名字是纳西米泰格
ST101_NACIMIENTO/DLG_10101_1: 看看我的胸膛，上面一张苍老的脸变得越来越苍老。一张不会说话，不会思考的脸，而我的脸却变得愈发年轻，以至于我现在看起来像个孩子
ST101_NACIMIENTO/DLG_10101_2: 这句话太可怕了，我不明白它的用意；无论我怎样反省我所犯的罪孽，都是罪有应得
ST101_NACIMIENTO/DLG_10101_3: 奇迹的恩典甚至存在于那些受惩罚的人身上。也许我可以通过帮助你来减少这句话的分量
ST101_NACIMIENTO/DLG_10102_0: 把水银带给我，它可以在苦痛者的奇想中的任意位置流到我们的脚下。我将把它和你们圣水瓶里的汁液混合在一起，从而增强它的力量
ST101_NACIMIENTO/DLG_10103_0: 愿你的内心充满优雅
ST101_NACIMIENTO/DLG_10104_0: 有了这些银，我祝愿这混合物可以恢复你流出的鲜血
ST101_NACIMIENTO/DLG_10105_0: 我累了…拜托，不要管我
ST101_NACIMIENTO/DLG_10106_0: 古老者…正在离开我的身体…它正从我胸中的裂缝中诞生，它的面容正从那里窥视着我
ST101_NACIMIENTO/DLG_10106_1: 忏悔者…我必须怎么办？我必须遵从奇迹，继续它的惩罚吗？
ST101_NACIMIENTO/DLG_10106_2: 快点。快把水银给我，否则就太迟了
ST101_NACIMIENTO/DLG_10107_0: 有了这些水银，我祝福这混合物…可以恢复你流出的鲜血
ST101_NACIMIENTO/DLG_10108_0: 快点…快把水银给我，否则就太迟了…
ST101_NACIMIENTO/DLG_10109_0: 照顾你自己吧，别管我了…你没有必要去考虑将会发生什么…
ST101_NACIMIENTO/MSG_10101_0: 圣水瓶的治疗能力得到了提高
ST102_SANTOS/DLG_10201_0: 光辉…你带来的光辉灼瞎了我的眼睛…
ST102_SANTOS/DLG_10201_1: 我叫吉伯拉尔，自从我的胳膊成长起来，自从我的弯曲的脖子发出吱吱的响声，我就被古老奇迹的计划所俘虏
ST102_SANTOS/DLG_10201_2: 奇迹任命我为赛塔的信使。是的…赛塔是一首歌，真诚的，纯粹的旋律…而且非常非常古老…
ST102_SANTOS/DLG_10201_3: 它有能力使奇迹的根源挖掘出隐藏的深渊，那些已经被遗忘的地方，那些真正禁忌之物沉睡的地方，那些等待着你的地方…
ST102_SANTOS/DLG_10201_4: 但我们发现自己在一个几乎废弃的房间里。在我们相遇之后，奇迹将带我去赛塔能够奏响的地方
ST102_SANTOS/DLG_10202_0: 一个阿马内奇达已经醒来了，这就是赛塔响彻天际的原因
ST102_SANTOS/DLG_10203_0: 同样的苦痛意志，让你看到我扭曲的身体，也让你进入五道曙光之廊
ST102_SANTOS/DLG_10203_1: 这里是发现密封镜石棺的地方，里面躺着首位阿马内奇达罗拉德斯的尸体。正是她的肉体生下了另外四个孩子
ST102_SANTOS/DLG_10203_2: 不…像我这样亵渎神明、扭曲变形的脸，永远也不能出现在这样一个神圣的棺材里。但你的却会，仍然隐藏在铁棺后面
ST102_SANTOS/DLG_10203_3: 罗拉德斯在等待着。虽然她的身体在沉睡，她的思想却没有。当其他四个阿马内奇达永远闭上眼睛时，她的眼睛仍然睁开着
ST102_SANTOS/DLG_10204_0: 忏悔者，时机已经到来。这是你们的选择，让我吹响这号角声，它压在我的手臂上，扭曲着我的脊柱
ST102_SANTOS/DLG_10204_1: 它的青铜挖掘着水晶坟墓，阿马内奇达在那里等着你。这是你的选择
ST102_SANTOS/DLG_10205_0: 你在第一次交锋中获胜了。首位阿马内奇达闭上了眼睛，现在在别处休息
ST102_SANTOS/DLG_10206_0: 奇迹的阿马内奇达正在等待你…
ST102_SANTOS/DLG_10207_0: 哦…我可以等…
ST102_SANTOS/DLG_10207_1: 是的…再来一点…
ST102_SANTOS/DLG_10208_0: 密封镜石棺打开的时间越来越近了
ST102_SANTOS/DLG_10209_0: 奇迹很嫉妒…是的…它嫉妒那种对罗拉德斯的扭曲者的无限热情，嫉妒她的四个复制品，嫉妒她的四个倒影。它想要它们全部奉献给它自己
ST102_SANTOS/DLG_10209_1: 于是，它把阿马内奇达深深埋在玻璃石棺里，里面盛满了这种狂溢的热情。它迫使他们等待奇迹自由地把他们领回来
ST102_SANTOS/DLG_10210_0: 罗拉德斯…哦，我的罗拉德斯…
ST102_SANTOS/DLG_10210_1: 你被释放了吗？既然你已经服完刑，你还会回到梦的另一边吗？
ST102_SANTOS/DLG_10210_2: 告诉我，我会在你身边…告诉我…所有这些等待…没有白费
ST102_SANTOS/DLG_10211_0: 奇迹的阿马内奇达等待着你。直到那时，忏悔者
ST102_SANTOS/DLG_10213_0: 狂喜等待着我…
ST102_SANTOS/DLG_10214_0: 古老奇迹永远不会忘记五人众…它用自己神圣的意念束缚他们，诅咒他们，谴责他们。是的…它让他们沉睡，以备不时之需。现在它需要他们了
ST102_SANTOS/DLG_QT_10201_0: 你想让铜像唱歌吗？
ST10_CANDELARIA/DLG_1002_0: 让我们成为奇迹的俘虏吧，忏悔者
ST10_CANDELARIA/DLG_1003_0: 看看我赐给你们的东西。它虽小，但可别低估了它巨大的力量
ST10_CANDELARIA/DLG_1003_1: 相信我，因为我的手上有君王的血
ST10_CANDELARIA/DLG_1004_0: 我所赐于你的，正如夜空中第一颗星星般夺目
ST10_CANDELARIA/DLG_1004_1: 若我有半句假话，就让我双目失明吧
ST10_CANDELARIA/DLG_1005_0: 这对我来说真是瑰宝…它的价值远远超过了我所希望的限度
ST10_CANDELARIA/DLG_1005_1: 如果我想欺骗你，我就不会一身黑衣了
ST10_CANDELARIA/DLG_1006_0: 对我来说，我并不喜欢结束这一切，因此它的价格不过与它对我而言的价值一样高罢了
ST10_CANDELARIA/DLG_1007_0: 让你的眼睛饱览每一个商人的嫉妒。这是我得到的最好的财富
ST10_CANDELARIA/DLG_1007_1: 如果我胆敢说谎，就让我的心停止跳动吧
ST10_CANDELARIA/DLG_1010_0: 这儿有个商人，值得大惊小怪么？有利之处皆应有我，这就是这个古老职业的要求
ST10_CANDELARIA/DLG_1010_1: 叫我加德拉尼亚吧，因为我卖的东西会让你眼前一亮，就像那高高的篝火一样
ST10_CANDELARIA/DLG_1010_2: 我不会向你要任何钱，我只需要你收集的禁忌之泪
ST10_CANDELARIA/DLG_1010_3: 去吧，用你暗淡的眼睛寻找这些珍贵的宝物吧
ST10_CANDELARIA/DLG_1012_0: 等你拿到了更多的赎罪之泪，记得回来找我
ST10_CANDELARIA/DLG_1013_0: 如果我欺骗了你，就让丧钟为我而鸣吧
ST10_CANDELARIA/DLG_1014_0: 如果我欺骗了你，就让丧钟为我而鸣吧
ST10_CANDELARIA/MSG_1001_0: 钥匙损坏了
ST11_SERENO/DLG_1101_0: 声音没有停息
ST11_SERENO/DLG_1101_1: 它在这些被遗忘的墙上传播，没有人能确定它的起源或它模糊的命运
ST11_SERENO/DLG_1101_2: 为了至高意志的爱，让它安静下来吧，因为我已为此祈求了很久
ST11_SERENO/DLG_1106_0: 为了至高意志的爱，让这声音安静下来吧
ST11_SERENO/DLG_11201_0: 我，名为狄俄索达多，职为守夜人，听你差遣
ST11_SERENO/DLG_11201_1: 谢谢你使这样无法忍受的声音安静下来
ST11_SERENO/DLG_11201_2: 我们正在无言图书馆之中，这些尘封的书卷被永远列为禁忌之书
ST11_SERENO/DLG_11201_3: 陪伴我的只有这些笨拙的钥匙和游荡的灵魂，他们即便离开阳间，也渴求着知识
ST11_SERENO/DLG_11202_0: 注意脚下，这些厅堂满是机关
ST11_SERENO/DLG_11203_0: 哦，你拿的那把钥匙…
ST11_SERENO/DLG_11203_1: 可以打开上古幻象所遮盖的大门
ST11_SERENO/DLG_11204_0: 当心那里沉睡的东西
ST11_SERENO/DLG_11205_0: 大门等你去开启
ST11_SERENO/DLG_11205_1: 当心那边沉睡的东西
ST11_SERENO/DLG_11206_0: 那面容…
ST11_SERENO/DLG_11206_1: 有时，若是四下深沉而宁静，便可以听到岩石之中、根须之下黄金熔化的声音
ST11_SERENO/DLG_11207_0: 注意脚下，这些厅堂满是机关
ST12_CRISANTA/DLG_1201_0: 忏悔者彻夜无眠
ST12_CRISANTA/DLG_1201_1: 你带着罪恶的剑，对神母和她的圣徒犯下了最严重的罪行，也对奇迹和它的爆发犯下了最严重的罪行
ST12_CRISANTA/DLG_1201_2: 我们奉命结束你的使命
ST12_CRISANTA/DLG_1201_3: 我，忏悔的克兰莎，以我们最大的痛苦奇迹的祝福驱赶你，驱逐你，诅咒你
ST12_CRISANTA/DLG_1201_4: 这样，你的名字就会从天堂下抹去了
ST12_CRISANTA/DLG_1202_0: 继续吧…净化我被奇迹噬咬的灵魂吧
ST12_CRISANTA/DLG_1208_0: 因此…你的名字就会从天堂下抹去
ST12_CRISANTA/DLG_12201_0: 再一次…我的盲闇面罩遇到了你的沉默面罩
ST12_CRISANTA/DLG_12201_1: 不要因我而担忧…这些猩红的绳索可以保护我免受创伤…
ST12_CRISANTA/DLG_12201_2: 确实，这太…
ST12_CRISANTA/DLG_12201_3: 你的剑与你自身，也就是罪过与忏悔的共同体，可以让这无间轮回走向终结，在这轮回里，我们仿佛身处幽晦，无始无终
ST12_CRISANTA/DLG_12201_4: 忏悔者，世间自然有东西比圣母大教堂还要宏伟、比神迹还要伟大，比我用生命和信仰守护的东西还要伟大…
ST12_CRISANTA/DLG_12201_5: 那就是控制神迹的东西…
ST12_CRISANTA/DLG_12201_6: 我正在与至圣三一讲话…那就是至高意志
ST12_CRISANTA/DLG_12201_7: 它们就在梦境的另一侧，在永恒行程之中
ST12_CRISANTA/DLG_12201_8: 但是只有遭受绝至痛苦的灵魂才能获得绝至赦免，只有这样才能达到这个地方
ST12_CRISANTA/DLG_12202_0: 现在你有了第四伤痕的标记，终极登升就在王座之外等待着，那就是梦境之外
ST12_CRISANTA/DLG_12202_1: 进行最后的忏悔，向反转王座进发吧
ST12_CRISANTA/DLG_12202_2: 永恒行程在另一端等着我们呢
ST12_CRISANTA/DLG_12203_0: 我感受到的…痛苦…
ST12_CRISANTA/DLG_12203_1: 它会…更深重…更古老…
ST12_CRISANTA/DLG_12203_2: 你所肩负的罪过…已经击溃了我心中的…
ST12_CRISANTA/DLG_12203_3: 我的信仰…我的灵魂已千疮百孔
ST12_CRISANTA/DLG_12203_4: 我现在将前往元初的礼拜堂，最初的跪礼就是在这里开始的
ST12_CRISANTA/DLG_12203_5: 你踏上赎罪之路的…第一步
ST12_CRISANTA/DLG_12203_6: 不要在意我深重的伤口
ST12_CRISANTA/DLG_12204_0: 断开的红色缚带代表着我的苦痛
ST12_CRISANTA/DLG_12204_1: 你这邪恶的缔造者，就在这充满痛苦、阴暗与荒凉的末路，他们见到你可静不下来
ST12_CRISANTA/DLG_12204_2: 圣座，我们的慈父，就在他那洁白的大理石回廊之下等待着你
ST12_CRISANTA/DLG_12204_3: 我这柄束缚之剑力所不及之事，他都能轻易完成。他会让你跪在圣树燃烧后的灰烬之上
ST12_CRISANTA/DLG_12204_4: 他会将那仁慈的手放在你的前额，让你的渎神劣迹重归圣洁
ST12_CRISANTA/DLG_12205_0: 胡言诳语，颠倒梦想，痛苦谵妄，统统退散
ST12_CRISANTA/DLG_12206_0: 你所用的那柄剑…
ST12_CRISANTA/DLG_12206_1: 至高意志歌唱：我必须逃离它那钢铁之吻，其主人的背叛已将其玷污
ST12_CRISANTA/DLG_12206_2: 至大者在永恒行进中让我战斗，直至最后一息
ST12_CRISANTA/DLG_12206_3: 三…
ST12_CRISANTA/DLG_12207_0: 至高之音说你的刑期不能推迟
ST12_CRISANTA/DLG_12207_1: 所以我害怕…我的苦修还远未结束
ST12_CRISANTA/DLG_12208_0: 只要至高之音仍在回荡…只要你的沉默仍在继续…
ST12_CRISANTA/DLG_12209_0: 守护者倒下了
ST12_CRISANTA/DLG_12209_1: 终极真相正等着你，终极的羞辱
ST12_CRISANTA/DLG_12209_2: 现在穿过刺绣的披风，走向光明吧
ST12_CRISANTA/DLG_12210_0: 跟着我，忏悔者
ST12_CRISANTA/DLG_12210_1: 躲在我深红的织物下吧
ST14_LOTL/DLG_1401_0: 畸形卵已打开
ST14_LOTL/DLG_1401_1: 你被赐予了三根打结的舌头，它们能够长出深深的，能够扭曲变形的，模仿它们三个母亲的痛苦的根
ST14_LOTL/DLG_1401_2: 以至高意志的名义，我祝福这圣物。你们要谨慎，因为现今它是洁净圣洁的
ST14_LOTL/DLG_1403_0: 在它死的时候，在死亡旅程之前，奇迹吻了主人的手，停止了肉体的腐败，给了他新的恩典
ST14_LOTL/DLG_1403_1: 以至高意志的名义，我祝福这圣物。你们要谨慎，因为现今它是洁净圣洁的
ST14_LOTL/DLG_1404_0: 看那浸透了病痛、思想、梦中罪恶的汗水的亚麻布。
ST14_LOTL/DLG_1404_1: 获得秘密和禁断供词的工具，即使是从那些已经前往大梦境彼岸的人那里
ST14_LOTL/DLG_1404_2: 以至高意志的名义，我祝福这圣物。你们要谨慎，因为现今它是洁净圣洁的
ST14_LOTL/DLG_1406_0: 这里是另一处梦境，忏悔者
ST14_LOTL/DLG_1406_1: 他们相信我是一个值得为之奉献的圣人，而我回赠他们祈祷的唯一东西就是遍及这片荒凉土地和我们身体的硝酸盐 
ST14_LOTL/DLG_1406_2: 奇迹对假偶像的惩罚就是赐予他们虚假的圣洁
ST14_LOTL/DLG_1406_3: 不要试图得到我的名字，因为它也被盐覆盖着
ST14_LOTL/DLG_1410_0: 给我带来任何可以祝福的东西，这样你就可以粉碎我的命运，让我前往这个虚假梦境的另一边
ST15_MOONCHILD/DLG_1501_0: 没有名字的忏悔者，找到我的兄弟，引导他们到我这里
ST15_MOONCHILD/DLG_1502_0: 忏悔者啊，你找到了我的这些神圣的兄弟们，你已经完成了我出生时的景象，那是画在一张熟睡的画布上的景象
ST15_MOONCHILD/DLG_1502_1: 吾名尤西诺。曾经有一头勇敢的公牛受尽了折磨，而它的痛苦与月亮则孕育了我。圣洁的弟兄啊，我是蒙受至高意志的恩典而诞生于世的存在
ST15_MOONCHILD/DLG_1503_0: 你返回的脚步很欢快。你应该已发现了我所有被奇迹囚禁了的兄弟
ST15_MOONCHILD/DLG_1503_1: 现在他们自由了，他们将能够在忏悔中保护所有的灵魂，包括你自己的灵魂
ST15_MOONCHILD/DLG_1503_2: 走近一点，把这片月亮拿走。有了这件宝物，我的一位神圣兄弟将随时听候你的召唤
ST15_MOONCHILD/DLG_1504_0: 发自内心地悲痛吧，幸运的忏悔者
ST15_MOONCHILD/DLG_1506_0: 你找到了我的几个兄弟
ST15_MOONCHILD/DLG_1506_1: 虽然我仍然希望你能继续寻找其余的人，但请收下这张用我们脸上的黄金做成的布，这样兄弟们就会指引你的
ST15_MOONCHILD/DLG_1507_0: 请继续寻找其他人
ST17_ALTASGRACIAS/DLG_1701_0: 有了这些融化在我指尖的黄金，我拒绝了我的爱人的财富 
ST17_ALTASGRACIAS/DLG_1702_0: 有了这条丝带，我拒绝了我的爱人的联系
ST17_ALTASGRACIAS/DLG_1703_0: 有了这面纱遮住我的脸，我为死去的爱人哀悼
ST17_ALTASGRACIAS/DLG_1704_0: 沉默的忏悔者，召唤我的三个声音
ST17_ALTASGRACIAS/DLG_1704_1: 姐妹们合为一体，从而诞生了叫做阿塔吉拉卡斯的苦痛奇迹
ST17_ALTASGRACIAS/DLG_1704_2: 这个蛋里藏着我们的一些仍然完美无缺的东西
ST17_ALTASGRACIAS/DLG_1705_0: 带着它，这样它的纯洁就会远离我们，因为对于这些畸形的身体来说已经太迟了
ST17_ALTASGRACIAS/DLG_1706_0: 这时，我们愤怒的声音被驱散了。现在奇迹使他们化为了永恒
ST17_ALTASGRACIAS/DLG_1706_1: 记住，只有圣者才能祝福这礼物，消弭它的罪孽
ST17_ALTASGRACIAS/DLG_1706_2: 我们的声音可以在你们的幸运之路上保护你们
ST17_ALTASGRACIAS/DLG_1707_0: 请离开吧。我们的畸变将前往大梦境的彼岸，去寻求宽恕
ST18_NAZARIO/MSG_1801_0: 孽刃美德已经上升
ST201_UNDERTAKER/DLG_20101_0: 谦卑的仆从向您请安，忏悔者
ST201_UNDERTAKER/DLG_20101_1: 欢迎来到藏骨堂，此地所有人都将被铭记
ST201_UNDERTAKER/DLG_20101_2: 我的职责就是为这片浓雾中的每一具髑髅提供庇护
